자전거보관소명,소재지도로명주소,소재지지번주소,위도,경도,보관대수,설치년도,설치형태,차양막설치여부,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
서구179,대전광역시 서구 가수원로 106,대전광역시 서구 가수원동 762,36.30374365,127.3504688,1,,단독형,N,N,,N,042-611-5835,대전광역시 서구청,2020-06-30,3660000,대전광역시 서구
서구180,대전광역시 서구 도안북로93번길 7,대전광역시 서구 도안동 844,36.33037353,127.3385952,1,,단독형,N,N,,N,042-611-5835,대전광역시 서구청,2020-06-30,3660000,대전광역시 서구
서구181,대전광역시 서구 관저서로 86,대전광역시 서구 관저동 1132,36.30041302,127.3301558,2,,단독형,N,N,,N,042-611-5835,대전광역시 서구청,2020-06-30,3660000,대전광역시 서구
서구90,대전광역시 서구 문예로 3,대전광역시 서구 탄방동 737,36.34699378,127.3898081,3,,단독형,N,N,,N,042-611-5835,대전광역시 서구청,2020-06-30,3660000,대전광역시 서구
서구91,대전광역시 서구 문정로 56,대전광역시 서구 탄방동 659,36.34644876,127.3855811,5,,단독형,N,N,,N,042-611-5835,대전광역시 서구청,2020-06-30,3660000,대전광역시 서구
서구92,대전광역시 서구 계룡로553번길 66,대전광역시 서구 탄방동 663,36.34577528,127.3853951,1,,단독형,N,N,,N,042-611-5835,대전광역시 서구청,2020-06-30,3660000,대전광역시 서구
서구93,대전광역시 서구 계룡로553번길 52,대전광역시 서구 탄방동 665,36.34524128,127.3855529,1,,단독형,N,N,,N,042-611-5835,대전광역시 서구청,2020-06-30,3660000,대전광역시 서구
서구94,대전광역시 서구 계룡로553번길 52,대전광역시 서구 탄방동 665,36.34524128,127.3855529,3,,단독형,N,N,,N,042-611-5835,대전광역시 서구청,2020-06-30,3660000,대전광역시 서구
서구96,대전광역시 서구 계룡로553번길 34,대전광역시 서구 탄방동 668,36.34432979,127.3853969,1,,단독형,N,N,,N,042-611-5835,대전광역시 서구청,2020-06-30,3660000,대전광역시 서구
서구97,대전광역시 서구 문정로48번길 70,대전광역시 서구 탄방동 642,36.34364926,127.3840435,1,,단독형,N,N,,N,042-611-5835,대전광역시 서구청,2020-06-30,3660000,대전광역시 서구
서구98,대전광역시 서구 문정로48번길 58,대전광역시 서구 탄방동 644,36.34397319,127.3841966,2,,단독형,N,N,,N,042-611-5835,대전광역시 서구청,2020-06-30,3660000,대전광역시 서구
서구99,대전광역시 서구 문정로48번길 48,대전광역시 서구 탄방동 647,36.3447234,127.3840621,2,,단독형,N,N,,N,042-611-5835,대전광역시 서구청,2020-06-30,3660000,대전광역시 서구
서구100,대전광역시 서구 문정로48번길 20,대전광역시 서구 탄방동 651,36.34577185,127.3842232,1,,단독형,N,N,,N,042-611-5835,대전광역시 서구청,2020-06-30,3660000,대전광역시 서구
서구101,대전광역시 서구 문정로 40,대전광역시 서구 탄방동 655,36.34644283,127.3840661,1,,단독형,N,N,,N,042-611-5835,대전광역시 서구청,2020-06-30,3660000,대전광역시 서구
서구102,대전광역시 서구 문정로 32,대전광역시 서구 탄방동 598,36.34643877,127.3830858,2,,단독형,N,N,,N,042-611-5835,대전광역시 서구청,2020-06-30,3660000,대전광역시 서구
남악복합주민센터,전라남도 무안군 삼향읍 남악3로 40,전라남도 무안군 삼향읍 남악리 2615,34.80941832,126.4609999,10,2017,,Y,N,,N,061-450-4153,무안군 남악신도시개발사업소,2020-07-10,4950000,전라남도 무안군
용마산역1번출구,,면목4동 1381,37.574195,127.086950,10,1997,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중랑구민회관,용마산로 215,면목4동 378-5,37.574077,127.084945,14,1997,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중랑구민체육센터,사가정로72길 47,면목동 519,37.581494,127.095925,24,1999,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중화중학교옆 공터앞,용마산로 364,면목동 83,37.584335,127.095153,24,1999,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
상봉2동 한남프라자앞,면목로 470,상봉동 107-6,37.593619,127.086403,18,1999,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
먹골역5번출구,동일로157가길 6,묵동 244-27,37.609719,127.077755,25,1998,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
태릉중학교,공릉로2길 60-25,묵동 121-278,37.612395,127.082801,24,1999,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중랑구립정보도서관,신내로15길 197,묵1동 22,37.615383,127.086941,40,1999,앞바퀴형,Y,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중목초등학교앞,동일로 665,면목동 180-5,37.590218,127.079360,40,2000,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
면목역2번출구,,면목동 483-22,37.588366,127.087918,5,2000,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
"상봉역2,3번출구사이",면목로 494,상봉동 101-47,37.594831,127.086064,24,2000,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
용마산역3번출구,,면목4동,37.573701,127.086622,5,2000,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중화역1번출구,,중화2동 50-2,37.603502,127.079194,9,2000,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
면목2동 육교밑,동일로 683,면목2동 183-37,37.591367,127.079898,26,2000,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
면목2동 델코밧데리앞,봉우재로 12,면목동 192-51,37.589486,127.074801,10,2000,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
면목5동 나을약국앞,,면목5동 175-93,37.585792,127.079670,15,2000,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
면목5동 대주상사,동일로 623,면목5동 175-17,37.585907,127.079587,15,2000,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
상봉2동 대우빌딩앞,망우로 291,상봉동 100-17,37.596413,127.084780,10,2000,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
상봉2동 나이키앞,망우로 206,상봉동 130-146,37.593590,127.075772,10,2000,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
상봉2동 한일써너스빌앞,망우로 346,상봉2동 81-5,37.597471,127.091030,20,2000,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
상봉터미널 앞,상봉로 117,상봉2동 402-35,37.596801,127.092773,15,2000,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중화1동 중화치안센터앞,동일로 792,중화동 287-8,37.601187,127.079694,15,2000,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중랑중학교,동일로140길 33,중화동 276-1,37.605133,127.081348,90,2001,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중화역2번출구,동일로 지하797,중화동 50-3,37.601856,127.079455,22,2001,앞바퀴형,N,Y,태양광식,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중화역3번출구,동일로 지하797,중화2동 50-3,37.601824,127.079314,25,2001,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
먹골역6번출구,동일로 893,묵동 239-80,37.610117,127.077590,20,2003,앞바퀴형,N,Y,태양광식,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
화랑대역5번출구,,묵1동,37.619589,127.086569,7,2003,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
상봉2동주민센터,봉우재로 93-5,상봉동 125-8,37.594524,127.079789,10,2004,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
상봉2동 주연빌딩앞,망우로 346,상봉2동 81-5,37.595828,127.085986,10,2004,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
동원중학교,양원역로 32,망우동 85-1,37.603290,127.107982,120,2005,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
"중랑역사및1,4번출구사이",,중화동 321-131,37.594779,127.075122,150,2005,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
면목본동주민센터,면먹로 397,면목동 115-18,37.587300,127.087441,15,2005,앞바퀴형,N,Y,기계식,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중랑소방서,신내로 183,신내동 644-2,37.615308,127.094947,20,2005,앞바퀴형,Y,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
신내1동 금강메디칼센터앞,신내로 82,신내동 667,37.606548,127.095478,28,2006,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
송곡고등학교,양원역로 50,망우동 239-1,37.605589,127.107108,270,2006,앞바퀴형,Y,Y,기계식,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
신현고등학교,봉화산로 174,상봉동 482,37.605181,127.092894,40,2006,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중랑구건강가정지원센터,용마산로 369,면목동 62-2,37.584893,127.093996,10,2006,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중화고등학교,봉화산로27길 62,중화동 21-4,37.604739,127.083228,20,2007,앞바퀴형,N,Y,수동식,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
망우역1번출구,,상봉1동,37.598650,127.092911,10,2007,앞바퀴형,Y,Y,기계식,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
봉화산역4번출구,,신내1동 649-2,37.617393,127.090547,5,2007,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
봉화산역4번출구,,신내1동 649-2,37.617393,127.090547,20,2007,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
화랑대역7번출구,,묵1동 5-1,37.619521,127.084819,7,2007,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
망우본동주민센터,망우로 67길 10,망우본동 340-18,37.600600,127.101339,10,2007,앞바퀴형,Y,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
면목2동주민센터,동일로 101길 20-15,면목2동 180-8,37.589737,127.079025,10,2007,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
상봉1동주민센터,상봉중앙로1길 6,상봉동 204-1,37.600419,127.085403,5,2007,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중랑경찰서봉화지구대,신내로 177,신내동 644-3,37.614778,127.095560,10,2007,앞바퀴형,Y,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중랑구청 세무과,봉화산로 179,신내동 662,37.606371,127.092411,75,2007,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중화리공원,진짜 없어.,중화동 280-16,37.604076,127.080497,60,2007,앞바퀴형,Y,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
면목2동 영원한생명교회앞,동일로 652,면목2동 145-12,37.588490,127.080490,5,2007,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
신내2동 베스킨라빈스앞,신내로 201,신내동 645,37.615989,127.094003,15,2007,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
신내2동 금강리빙스텔앞,신내로 211,신내동 646,37.616524,127.092599,20,2007,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
상봉중학교,상봉중앙로8나길 28,상봉동 282,37.601489,127.089921,50,2008,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
북부운수,면목로 230,면목동 378-3,37.573183,127.084775,40,2008,앞바퀴형,Y,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
동원중학교,양원역로 32,망우동 85-3,37.603586,127.108010,60,2008,앞바퀴형,Y,Y,기계식,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
영란여자중학교,망우로73길 56,망우동 220,37.603747,127.104330,20,2008,앞바퀴형,Y,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
신묵초등학교,동일로149길 46,묵동 246-12,37.607009,127.075210,40,2008,앞바퀴형,Y,Y,기계식,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
혜원여자중학교,봉우재로58길 39,망우동 519,37.592646,127.096338,20,2008,앞바퀴형,Y,Y,기계식,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
망우역2번출구,,상봉1동 1752-2,37.600206,127.091280,80,2008,앞바퀴형,Y,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
먹골역4번출구,동일로 890,묵동 180-55,37.609794,127.078146,5,2008,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
먹골역7번출구,동일로 9411,묵동 239-1,37.611741,127.077336,23,2008,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중랑역2번출구,,중화2동 320-153,37.595071,127.076446,60,2008,앞바퀴형,Y,Y,기계식,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
봉화산역환승주차장,신내로 208,신내동 640,37.617250,127.093091,40,2008,앞바퀴형,Y,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
망우1동공영주차장,망우로 62갈 52-4,망우동 463-44,37.596852,127.098218,42,2008,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
시립북부노인병원앞,양원역로 38,망우동 227,37.604219,127.107821,10,2008,앞바퀴형,Y,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
신내노인종합복지관앞,양원역로 38,망우동 227,37.604256,127.107719,20,2008,앞바퀴형,Y,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중화중학교앞,용마산로 364,면목동 83,37.584335,127.095153,5,2009,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
원묵초등학교,숙선옹주로 109,묵동 11,37.617724,127.086079,10,2009,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
구립청소년독서실,망우로65길 20,신내동 492-16,37.601607,127.099657,7,2009,앞바퀴형,Y,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
면목5동주민센터,동일로 619,면목동 175-18,37.585789,127.079507,25,2009,앞바퀴형,Y,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
면목4동주민센터,면목로 246,면목동 378-9,37.574715,127.085590,10,2009,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
면목2동 KT중랑지사앞,봉우재로 54,면목동 180-68,37.590714,127.079374,15,2009,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
신내1동 KT신내지점앞,신내동 641,신내동 641,37.616395,127.093874,15,2009,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
묵1동 한전동부지점앞,동일로 862,묵동 181-4,37.607267,127.078792,10,2009,앞바퀴형,Y,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
면목역3번출구(롯데리아),,면목동 120-1,37.588690,127.087275,55,2010,앞바퀴형,N,Y,기계식,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
서일대학교,용마산로90길 28,면목동 49-3,37.586664,127.097754,10,2010,앞바퀴형,Y,Y,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
원묵고등학교,숙선옹주로82,묵동 23,37.615386,127.086238,80,2010,앞바퀴형,Y,Y,기계식,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
원묵중학교,신내로23길 57,묵동 121-278,37.617854,127.086507,40,2010,앞바퀴형,Y,Y,기계식,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
서일대학교,용마산로90길 28,면목동 49-3,37.586664,127.097754,40,2010,앞바퀴형,Y,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
장안중학교,동일로 780,중화동 288-26,37.600676,127.080874,40,2010,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
면목역1번출구,면목로 426,면목동 121-20,37.589597,127.087336,6,2010,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
면목역3번출구(광장내),,면목동 120-40,37.588754,127.086916,40,2010,앞바퀴형,Y,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
사가정역3번출구,,면목동 634-50,37.580624,127.088000,10,2010,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
상봉역7번출구,,상봉1동 315-81,37.597324,127.085672,20,2010,앞바퀴형,N,Y,기계식,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
망우청소년수련관,송림길156,망우동 241-2,37.605986,127.108762,30,2010,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중화1동공영주차장,동일로136나길 14,중화동 29-2,37.602768,127.081571,10,2010,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
양원청소년독서실,송림길 172,망우동 56,37.606761,127.110599,20,2010,앞바퀴형,Y,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중화2동주민자치센터,봉화산로3길 28,중화2동 310-62,37.602813,127.076118,5,2010,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
신내홈플러스,신내로 201,신내동 645,37.615813,127.093848,7,2010,앞바퀴형,N,Y,태양광식,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
이마트 상봉점,상봉로 118,망우동 506-1,37.596607,127.093317,38,2010,앞바퀴형,Y,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중화2동 로얄스포츠센터앞,망우로 247,중화2동 207,37.595329,127.079729,20,2010,앞바퀴형,Y,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
신내1동 원광장애인복지관 앞,신내로 56,신내동 572-2,37.604714,127.096053,10,2010,앞바퀴형,Y,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
상봉역3번출구,,상봉동 102-124,37.594754,127.086044,40,2011,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
태릉고등학교,신내로23길 36,묵동 6,37.618983,127.085227,140,2011,앞바퀴형,Y,Y,기계식,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중화중학교,용마산로 364,면목동 83,37.584136,127.095199,10,2011,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
장안중학교,동일로 780,중화동 288-26,37.605530,127.079872,11,2011,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
먹골역교차로,공릉로2길 3,묵1동 174-6,37.612032,127.077830,10,2011,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
사가정역1번출구1,,면목3.8동 497-26,37.581640,127.088326,10,2011,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
사가정역1번출구2,,면목3.8동 497-26,37.581640,127.088326,5,2011,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
사가정역3번출구,,면목동 634-50,37.580624,127.088000,10,2011,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
사가정역3번출구,,면목동 634-50,37.580624,127.088000,30,2011,앞바퀴형,Y,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중화역3번출구,동일로 지하797,중화2동 50-3,37.601824,127.079314,15,2011,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중화역4번출구,동일로 817,중화동 305-70,37.603386,127.078995,19,2011,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
신내차량기지,용마산로136길 33,신내동 19,37.611971,127.105050,90,2011,앞바퀴형,Y,Y,기계식,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
묵1동 혜성교회,공릉로 50-1,묵1동 296-3,37.614844,127.079147,10,2011,앞바퀴형,Y,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
신내1동 원광유린복지관,신내로 56,신내동 572-2,37.604218,127.095972,10,2011,앞바퀴형,Y,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
수협중화동지점앞1,동일로 773,중화2동 301-1,37.599380,127.079541,15,2011,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
수협중화동지점앞2,동일로 773,중화2동 301-1,37.599380,127.079541,12,2011,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
면목3.8동 용마어린이집앞,용마산로 393,면목동 50-17,37.586953,127.095153,10,2011,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
봉화산역2번출구,,신내동 640-2,37.616687,127.092980,20,2012,앞바퀴형,Y,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중화역3번출구,동일로 지하797,중화2동 50-3,37.601824,127.079314,5,2012,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
신내다목적체육관,신내로21길 115-14,신내동 780,37.611208,127.089414,35,2012,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
상봉1동 정오교통,망우로 259,상봉1동 116-27,37.595723,127.081228,15,2012,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
신내1동 동성1.2차아파트,신내로 128,신내동 397,37.610367,127.096873,60,2012,앞바퀴형,Y,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
신내9단지아파트,신내로 151,신내동 657,37.612137,127.094522,40,2012,앞바퀴형,Y,Y,기계식,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
면목역2번출구,면목로 지하 407,면목동 483-22,37.588363,127.087940,10,2013,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
"중랑역사및1,4번출구사이",,중화동 321-131,37.594779,127.075122,150,2013,앞바퀴형,Y,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중화역3번출구,동일로 지하797,중화2동 50-3,37.601824,127.079314,5,2013,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중화역4번출구,동일로 817,중화동 305-70,37.603386,127.078995,25,2013,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
중랑구보훈회관,면목로45길 83,면목38동 1509,37.582234,127.084081,10,2013,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
상봉2동 신한은행앞,면목로 460,상봉2동 107-9,37.593125,127.086577,10,2013,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
상봉2동 동부시장입구,망우로 216,상봉2동 129-86,37.593853,127.076619,20,2013,앞바퀴형,N,Y,기계식,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
상봉2동 메가박스상봉점앞,망우로30길 3,상봉동 130-3,37.593072,127.074599,50,2013,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
면목고등학교,용마산로72길 36-14,면목동 77,37.5841281,127.096550,20,2014,앞바퀴형,Y,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
면목고등학교,용마산로72길 36-14,면목동 77,37.5841281,127.096550,20,2014,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
면목역3번출구(파리바게뜨),,면목동 120-1,37.588690,127.087275,7,2014,앞바퀴형,N,N,,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
사가정역1번출구,,면목3.8동 497-26,37.581640,127.088326,7,2014,앞바퀴형,N,Y,수동식,N,02-2094-2582,중랑구청 교통행정과,2020-06-30,3060000,서울특별시 중랑구
