업체명,사업장구분,소재지도로명주소,소재지지번주소,위도,경도,차고지도로명주소,차고지지번주소,보유차고지수용능력,자동차총보유대수,승용차보유대수,승합차보유대수,전기승용자동차보유대수,전기승합자동차보유대수,경차요금,소형차요금,중형차요금,대형차요금,승합차요금,레저용차요금,수입차요금,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,공휴일운영시작시각,공휴일운영종료시각,휴무일,홈페이지주소,대표자명,전화번호,데이터기준일자,제공기관코드,제공기관명
㈜에이치씨렌트카,주사업장,"대구광역시 북구 노원로 139-6(5층,노원동3가)",대구광역시 북구 노원동3가 34-11,35.8982232,128.5756723,"대구광역시 북구 노원로 139-6, 2층 주차장(노원동3가)","대구광역시 북구 노원로 139-6, 2층 주차장(노원동3가)",100,55,53,2,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,배수경,053-210-5230,2020-09-08,6270000,대구광역시
영일렌트카㈜,주사업장,대구광역시 북구 대현로 69(대현동 161-10),대구광역시 북구 대현동 161-10,35.8838492,128.6071459,대구광역시 북구 대현로 69(대현동 161-10),대구광역시 북구 대현로 69(대현동 161-10),100,119,111,8,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,오태석,053-959-1001,2020-09-08,6270000,대구광역시
㈜예스렌트카,주사업장,대구광역시 북구 팔달로 67 (노원동3가),대구광역시 북구 노원동3가 636,35.8908686,128.5580910,대구광역시 달서구 월성2동1788-2,대구광역시 달서구 월성2동1788-2,100,78,77,1,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,전화숙,053-259-3009,2020-09-08,6270000,대구광역시
㈜오케이렌트카,주사업장,대구광역시 수성구 동대구로 24(지산동),대구광역시 수성구 지산동 1054-1,35.8321613,128.6239103,대구광역시 달성군 하빈면 봉촌리 578,대구광역시 달성군 하빈면 봉촌리 578,100,204,176,28,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,김종탁,053-768-2113,2020-09-08,6270000,대구광역시
㈜오토렌트카,주사업장,"대구광역시 달서구 대명천로236,4층(장기동)",대구광역시 달서구 장기동 550-12,35.8421717,128.5344713,대구광역시 북구 산격동 1099-5,대구광역시 북구 산격동 1099-5,100,59,55,4,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,허진호,053-584-5858,2020-09-08,6270000,대구광역시
㈜온누리렌트카,주사업장,"대구광역시 남구 봉덕로 32, 2층(봉덕동)",대구광역시 남구 봉덕동 545-5,35.8447828,128.5938903,대구광역시 달성군 하빈면 하산길 45-19(하산리 854),대구광역시 달성군 하빈면 하산길 45-19(하산리 854),100,99,98,1,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,장효숙,053-475-2332,2020-09-08,6270000,대구광역시
㈜우리렌트카,주사업장,대구광역시 달서구 월배로 8(진천동),대구광역시 달서구 진천동 790-8,35.8108299,128.5168305,대구광역시 달성군 하빈면 봉촌리 578,대구광역시 달성군 하빈면 봉촌리 578,100,138,128,10,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,최종철,053-635-0088,2020-09-08,6270000,대구광역시
㈜원츠,주사업장,"대구광역시 수성구 들안로42길 38, 101호(황금동)",대구광역시 수성구 황금동 720-3,35.8492284,128.6188746,대구광역시 동구 중대동 814-1,대구광역시 동구 중대동 814-1,100,56,55,1,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,안경화,053-745-8778,2020-09-08,6270000,대구광역시
㈜이렌트카,주사업장,대구광역시 중구 달구벌대로 1930(남산동),대구광역시 중구 남산동 2967-5,35.8624583,128.5756946,"대구광역시 달서구 이곡서로 21, 정유료주차장(이곡동)","대구광역시 달서구 이곡서로 21, 정유료주차장(이곡동)",100,313,279,34,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,석유정 최오원,053-351-5000,2020-09-08,6270000,대구광역시
㈜인스렌터카,주사업장,"대구광역시 중구 태평로 177(태평로1가, 상가-206,태평라이프아파트)","대구광역시 중구 태평로1가 1-187,(상가-206,태평라이프아파트)",35.8748636,128.5976461,경상북도 경산시 남산면 상대리 575,경상북도 경산시 남산면 상대리 575,100,90,89,1,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,이정애,053-264-7100,2020-09-08,6270000,대구광역시
㈜중앙렌트카,주사업장,대구광역시 북구 팔달로15-1(노원동3가),대구광역시 북구 노원동3가 522,35.8929665,128.5533611,대구광역시 달서구 이곡동 1213-4 풍년주차빌딩 3층,대구광역시 달서구 이곡동 1213-4 풍년주차빌딩 3층,100,50,49,1,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,권종범,053-527-4200,2020-09-08,6270000,대구광역시
㈜지티렌트카,주사업장,대구광역시 서구 서대구로33길 2(평리동),대구광역시 서구 평리동 1493-6,35.8726551,128.5544348,대구광역시 서구 서대구로33길 2,대구광역시 서구 서대구로33길 2,100,189,179,10,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,이강필,053-567-0021,2020-09-08,6270000,대구광역시
㈜콜렌트카,주사업장,"대구광역시 서구 국채보상로 321, 1층(평리동)",대구광역시 서구 평리동 811-9,35.8722550,128.5660879,"대구광역시 달성군 위천리 22-2, 22-4","대구광역시 달성군 위천리 22-2, 22-4",100,57,45,12,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,여건연,053-767-5353,2020-09-08,6270000,대구광역시
㈜요카렌트카,주사업장,"대구광역시 수성구 파동로22길 24, 4층(파동)",대구광역시 수성구 파동 236-2,35.8127744,128.6189440,대구광역시 중구 달성로26길 35(도원동),대구광역시 중구 달성로26길 35(도원동),100,35,30,5,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,윤영대,053-766-1100,2020-09-08,6270000,대구광역시
㈜하나렌트카,주사업장,대구광역시 수성구 명덕로 494-4(범어동),대구광역시 수성구 범어동 774-72,35.8532846,128.6241418,대구광역시 수성구 유니버시아드로 316(욱수동 391-2),대구광역시 수성구 유니버시아드로 316(욱수동 391-2),100,190,185,5,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,신동열,053-941-7111,2020-09-08,6270000,대구광역시
㈜하나에스렌트카,주사업장,대구광역시 달서구 장기로 276(장기동),대구광역시 달서구 장기동 817-2,35.8433494739,128.5299747973,"대구광역시 달성군 논공읍 금포리 1857, 1860","대구광역시 달성군 논공읍 금포리 1857, 1860",100,275,230,45,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,고원균,053-257-3003,2020-09-08,6270000,대구광역시
㈜한누리렌트카,주사업장,대구광역시 동구 동촌로 321-4(신평동),대구광역시 동구 신평동 780-52,35.8788037,128.6751315,대구광역시 동구 동촌로 321-4(신평동),대구광역시 동구 동촌로 321-4(신평동),100,55,50,5,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,정영호,053-981-9990,2020-09-08,6270000,대구광역시
㈜대신렌트카,주사업장,대구광역시 북구 신천동로 962(산격동),대구광역시 북구 산격동 724-9,35.9022741076,128.5944209179,대구광역시 달성군 구지면 내리 840-2,대구광역시 달성군 구지면 내리 840-2,100,67,67,0,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,정성엽,053-756-8842,2020-09-08,6270000,대구광역시
㈜제이렌터카,주사업장,"대구광역시 중구 동덕로 33, 상가12동 2층 4호(대봉동, 청운맨션)",대구광역시 중구 대봉동 111-1,35.8576065226,128.6038956547,"대구광역시 동구 첨단로8길 5 드림타워(4F, 신서동 1147-1)","대구광역시 동구 첨단로8길 5 드림타워(4F, 신서동 1147-1)",100,74,74,0,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,서미선,053-254-8572,2020-09-08,6270000,대구광역시
신제이와이렌트카㈜,주사업장,대구광역시 서구 평리로 190(내당동),대구광역시 서구 내당동 410-6,35.8602029,128.5448041,"대구광역시 달서구 이곡서로 21, 청우주차빌딩 4F (이곡동)","대구광역시 달서구 이곡서로 21, 청우주차빌딩 4F (이곡동)",100,58,52,6,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,김진용,053-556-0901,2020-09-08,6270000,대구광역시
㈜원렌터카,주사업장,"대구광역시 동구 동촌로 346, 109동 102호(호계동, 우박백자아파트상가)",대구광역시 동구 용계동 422,35.8767266,128.6772623,경상북도 영천시 화룡동 88-3,경상북도 영천시 화룡동 88-3,100,59,59,0,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,박철진,053-719-0405,2020-09-08,6270000,대구광역시
㈜에이스렌트카,주사업장,"대구광역시 서구 북비산로17길 14-4(2층, 이현동)",대구광역시 서구 이현동 31-1,35.8796663777,128.5432585899,대구광역시 서구 가르뱅이로16길 15-3(상리동),대구광역시 서구 상리동 90-6,100,71,69,2,0,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,임기원,053-525-4188,2020-09-08,6270000,대구광역시
㈜플러스렌트카,주사업장,대구광역시 북구 동북로 75(산격동),대구광역시 북구 산격동 561-1,35.9025865908,128.6019375840,대구광역시 달서구 죽전동 216-19,대구광역시 달서구 죽전동 216-19,100,46,46,0,30,0,50000,60000,70000,100000,120000,300000,250000,09:00,21:00,13:00,21:00,13:00,21:00,명절,없음,김동훈,053-768-9904,2020-09-08,6270000,대구광역시
영일기업㈜,주사업장,경상북도 경산시 원효로 42길 1,,35.81855307,128.7584471,,"경상북도 경산시 자인면 서부리 428-3, 429",,71,71,0,0,0,,,,,,,,09:00,23:00,,,,,,,,053-813-0101,2020-10-26,5130000,경상북도 경산시
영일산업㈜,주사업장,경상북도 경산시 원효로 42길 1,,35.81855307,128.758432,,"경상북도 경산시 자인면 서부리 428-3, 429",,90,85,5,0,0,,,,,,,,09:00,23:00,,,,,,,,053-384-0101,2020-10-26,5130000,경상북도 경산시
㈜하이렌트카,영업소,"경상북도 안동시 태화길 143, 2층",,36.55925173,128.710151,경상북도 예천군 예천읍 갈구리 340-1,,,9,8,1,0,0,,,,,,,,08:30,20:00,,,,,,,,070-5967-9393,2020-09-10,5020000,경상북도 포항시
㈜하이렌트카,영업소,울산광역시 남구 번영로 124번길 21 2층,,35.321314,129.195094,울산광역시 남구 번영로 124번길 21,,,0,0,0,0,0,,,,,,,,08:30,20:00,,,,,,,,070-5967-9393,2020-09-10,5020000,경상북도 포항시
㈜한진렌트카,주사업장,경상북도 포항시 북구 새천년대로 410번길 3(대잠동),,36.012624,129.343893,경상북도 포항시 북구 새천년대로 410번길 3(대잠동),,,46,42,4,0,0,,,,,,,,08:30,19:00,,,,,,,,054-277-9119,2020-09-10,5020000,경상북도 포항시
㈜한진렌트카,영업소,경상북도 경주시 소금강로 3(용강로),,35.860041,129.2208017,경상북도 경주시 안강읍 하곡리 277번지,,,14,8,6,0,0,,,,,,,,08:30,19:00,,,,,,,,054-745-8000,2020-09-10,5020000,경상북도 포항시
㈜한진렌트카,영업소,경상북도 포항시 북구 새천년대로 556-1(죽도동),,36.023832,129.352288,경상북도 포항시 북구 죽도동 638-3,,,20,14,6,0,0,,,,,,,,08:30,19:00,,,,,,,,054-275-8234,2020-09-10,5020000,경상북도 포항시
㈜한진렌트카,영업소,경상북도 영주시 시청로 11(휴천동),,36.807217,128.624011,경상북도 영주시 시청로 11(휴천동),,,10,7,3,0,0,,,,,,,,08:30,19:00,,,,,,,,054-634-5034,2020-09-10,5020000,경상북도 포항시
㈜한진렌트카,영업소,경상북도 영천시 금완로 10(금노동),,35.960455,128.929479,경상북도 영천시 고경면 거곡로 227-33,,,7,4,3,0,0,,,,,,,,08:30,19:00,,,,,,,,054-336-1919,2020-09-10,5020000,경상북도 포항시
㈜한진렌트카,영업소,경상북도 상주시 경상대로 3171(만산동),,36.430149,128.152114,경상북도 상주시 경상대로 3171(만산동),,,39,31,8,0,0,,,,,,,,08:30,19:00,,,,,,,,054-533-8711,2020-09-10,5020000,경상북도 포항시
㈜한진렌트카,영업소,경상북도 울릉군 서면 남양4길 24,,37.46736317,130.8377214,경상북도 울릉군 서면 남서리 36-2,,,52,42,10,0,0,,,,,,,,08:30,19:00,,,,,,,,054-791-5337,2020-09-10,5020000,경상북도 포항시
㈜한진렌트카,영업소,경상북도 경산시 진량읍 봉회길 62,,35.88356593,128.8154522,"경상북도 경산시 자인면 신관리 454, 455",,,34,33,1,0,0,,,,,,,,08:30,19:00,,,,,,,,053-851-1725,2020-09-10,5020000,경상북도 포항시
㈜한진렌트카,영업소,경상북도 포항시 흥해읍 신흥로 849-6,,36.112683,129.335288,경상북도 포항시 흥해읍 신흥로 849-6,,,14,13,1,0,0,,,,,,,,08:30,19:00,,,,,,,,054-262-9955,2020-09-10,5020000,경상북도 포항시
㈜한진렌트카,영업소,경상북도 경주시 소금강로 45번길 21(용강동),,35.86161896,129.224876,경상북도 경주시 내남면 이조리 793-6,,,10,10,0,0,0,,,,,,,,08:30,19:00,,,,,,,,054-743-7004,2020-09-10,5020000,경상북도 포항시
㈜한진렌트카,영업소,경기도 의정부시 신흥로 240번길 26,,37.737433,127.044805,"경기도 의정부시 평화로 757(녹양동,외5필지)",,,45,44,1,0,0,,,,,,,,08:30,19:00,,,,,,,,070-3384-8786,2020-09-10,5020000,경상북도 포항시
㈜한진렌트카,영업소,경상북도 경주시 공단로 35(황성동),,35.87494862,129.2183885,경상북도 경주시 충효동 1543번지,,,19,19,0,0,0,,,,,,,,08:30,19:00,,,,,,,,054-773-1112,2020-09-10,5020000,경상북도 포항시
㈜한진렌트카,영업소,울산광역시 남구 삼산동 1524-8,,35.540694,129.338846,울산광역시 남구 삼산동 1524-8,,,11,10,1,0,0,,,,,,,,08:30,19:00,,,,,,,,054-900-5440,2020-09-10,5020000,경상북도 포항시
㈜현대렌트카,주사업장,경상북도 포항시 남구 포스코대로 381-1,,36.0161191,129.3650204,경상북도 포항시 남구 포스코대로 381-1,,,53,38,15,0,0,,,,,,,,08:30,19:00,,,,,,,,054-278-0060,2020-09-10,5020000,경상북도 포항시
㈜현대렌트카,영업소,경상북도 안동시 맑은샘길 12(천리동),,36.562885,128.728355,경상북도 안동시 맑은샘길 12(천리동),,,0,0,0,0,0,,,,,,,,09:00,19:00,,,,,,,,054-843-0011,2020-09-10,5020000,경상북도 포항시
㈜현대렌트카,영업소,"경상북도 울진군 울진읍 울진중앙로 27, 102호",,36.9848511990,129.3969689278,경상북도 울진군 죽벽면 화성리 604-2,,,9,8,1,0,0,,,,,,,,09:00,19:00,,,,,,,,054-781-8999,2020-09-10,5020000,경상북도 포항시
㈜현대렌트카,영업소,경상북도 울릉군 울릉읍 도동길 46,,37.48272432,130.9085159,경상북도 울릉군 울릉읍 사동리 42,,,25,19,6,0,0,,,,,,,,09:00,19:00,,,,,,,,054-791-7913,2020-09-10,5020000,경상북도 포항시
㈜한진렌트카,영업소,경상북도 포항시 남구 대송로 290(동촌동),,36.00220108,129.3815607,경상북도 포항시 남구 대송면 철강로 154,,,11,11,0,0,0,,,,,,,,08:30,19:00,,,,,,,,054-285-8255,2020-09-10,5020000,경상북도 포항시
라이프렌트카,주사업장,경기도 시흥시 은행로65번길 18-4,경기도 시흥시 은행동 109-24,37.4384029,126.794222,인천광역시 남동구 논현동33-33,인천광역시 남동구 논현동33-33,,48,46,2,0,0,,,,,,,,09:00,19:00,,,,,,,,000-0000-0000,2020-09-09,4010000,경기도 시흥시
라이프렌트카(양평영업소),영업소,경기도 양평군 강상면 양평대교길 83,경기도 양평군 강상면 교평리 465-19,37.4826995657,127.4852755644,경기도 양평군 강상면 양평대교길 83,경기도 양평군 강상면 교평리 465-19,,28,26,2,0,0,,,,,,,,09:00,19:00,,,,,,,,000-0000-0000,2020-09-09,4010000,경기도 시흥시
라이프렌트카(전주영업소),영업소,전라북도 전주시 덕진구 전주천동로 499,전라북도 전주시 덕진구 금암동 754-6,35.8371663,127.130657,전라북도 전주시 덕진구 전주천동로 499,전라북도 전주시 덕진구 금암동 754-6,,9,9,0,0,0,,,,,,,,09:00,19:00,,,,,,,,000-0000-0000,2020-09-09,4010000,경기도 시흥시
라이프렌트카(남양주영업소),영업소,"경기도 남양주시 가운로2길 75,209호",경기도 남양주시 다산동 680,37.5990788,127.157843,경기도 의정부시 부용로95번길 18,경기도 의정부시 금오동 471-2,,20,13,7,0,0,,,,,,,,09:00,19:00,,,,,,,,000-0000-0000,2020-09-09,4010000,경기도 시흥시
엔터프라이즈코리아,주사업장,경기도 시흥시 다솜마을2길 23,경기도 시흥시 정왕동 1806-9,37.35040543,126.7424089,경기도 안산시 단원구 광덕서로 48,경기도 안산시 단원구 고잔동 715-3,,72,66,6,0,0,,,,,,,,09:00,19:00,,,,,,,,031-432-4572,2020-09-09,4010000,경기도 시흥시
㈜하늘렌트카,주사업장,충청남도 보령시 대해로 66,충청남도 보령시 궁촌동 354-2,36.3431836,126.5925182,충청남도 보령시 대청로 401-20,충청남도 보령시 화산동 525-7,140,93,86,7,0,0,,,,,,,,00:00,23:59,00:00,23:59,00:00,23:59,,http://haneulrentcar.co.kr/,김민태,041-933-3636,2020-09-14,4510000,충청남도 보령시
㈜명가렌트카,주사업장,경상북도 포항시 남구 중앙로 64(해도동),,36.018939,129.370061,경상북도 포항시 남구 중앙로 64(해도동),,,43,43,0,0,0,,,,,,,,08:30,19:30,,,,,,,,070-8102-8083,2020-09-10,5020000,경상북도 포항시
㈜명가렌트카,영업소,경상북도 포항시 남구 희망대로 719(상도동),,36.00978706,129.3520074,경상북도 포항시 남구 희망대로 719(상도동),,,8,8,0,0,0,,,,,,,,08:30,19:30,,,,,,,,070-7162-8585,2020-09-10,5020000,경상북도 포항시
㈜명가렌트카,영업소,경상북도 포항시 남구 오천읍 해병로 347번길 33-6,,35.96369729,129.4135986,"경상북도 포항시 북구 흥해읍 중성리 102,103",,,14,12,2,0,0,,,,,,,,08:30,19:30,,,,,,,,070-2638-3914,2020-09-10,5020000,경상북도 포항시
㈜명가렌트카,영업소,경상북도 포항시 북구 장량로128번길 6-7(장성동),,36.08113957,129.3939697,경상북도 포항시 구룡포읍 동해안로 4287번길 25,,,18,15,3,0,0,,,,,,,,08:30,19:30,,,,,,,,070-3521-8408,2020-09-10,5020000,경상북도 포항시
㈜명가렌트카,영업소,경상북도 포항시 북구 장량로67(장성동),,36.082608,129.387863,경상북도 포항시 북구 장량로 67(장성동),,,13,13,0,0,0,,,,,,,,08:30,19:30,,,,,,,,070-6317-7647,2020-09-10,5020000,경상북도 포항시
㈜명가렌트카,영업소,경상북도 울릉군 울릉읍 울릉순환로 221-3,,37.49211952,130.9086853,경상북도 울릉군 서면 남서리 629-18,,,14,12,2,0,0,,,,,,,,08:30,19:30,,,,,,,,070-6784-0450,2020-09-10,5020000,경상북도 포항시
㈜브이아이피렌트카,주사업장,경상북도 포항시 남구 중앙로 143(해도동),,36.025877,129.3673084,경상북도 포항시 남구 중앙로 143(해도동),,,52,49,3,0,0,,,,,,,,08:30,20:00,,,,,,,,054-274-4972,2020-09-10,5020000,경상북도 포항시
㈜브이아이피렌트카,영업소,경상북도 경주시 태종로 706(사정동),,35.8386021,129.205388,경상북도 경주시 노서동 171-12,,,11,10,1,0,0,,,,,,,,08:30,20:00,,,,,,,,054-746-3009,2020-09-10,5020000,경상북도 포항시
㈜브이아이피렌트카,영업소,울산광역시 울주군 온산읍 신경5길 22,,35.43179571,129.3074293,울산광역시 울주군 온산읍 덕신리 523,,,27,26,1,0,0,,,,,,,,08:30,20:00,,,,,,,,052-239-9947,2020-09-10,5020000,경상북도 포항시
㈜브이아이피렌트카,영업소,울산광역시 남구 신정로153번길 15(신정동),,35.5445131,129.3162252,"울산광역시 남구 신정동 248-15,249-9",,,0,0,0,0,0,,,,,,,,08:30,20:00,,,,,,,,052-256-4988,2020-09-10,5020000,경상북도 포항시
㈜에스아이렌트카,주사업장,경상북도 포항시 남구 운하로 118(송도동),,36.03411365,129.371556,경상북도 포항시 남구 운하로 188(송도동),,,61,53,8,0,0,,,,,,,,08:00,19:00,,,,,,,,054-286-0900,2020-09-10,5020000,경상북도 포항시
㈜참좋은렌트카,주사업장,경상북도 포항시 남구 대이로 189번길 21-7(이동),,36.030716,129.3364308,경상북도 포항시 남구 구룡포읍 병포리 213-1,,,23,20,3,0,0,,,,,,,,09:00,19:00,,,,,,,,054-274-7766,2020-09-10,5020000,경상북도 포항시
㈜참좋은렌트카,영업소,경상북도 울진군 울진읍 울진중앙로 18,,36.98368948,129.3972437,경상북도 울진군 울진읍 울진리 중앙로 18,,,32,28,4,0,0,,,,,,,,09:00,19:00,,,,,,,,070-8594-0951,2020-09-10,5020000,경상북도 포항시
㈜포항알프스,주사업장,경상북도 포항시 남구 동해면 일월로 11번길 5,,35.989873,129.434811,경상북도 포항시 남구 동해면 일월로 11번길 5,,,28,20,8,0,0,,,,,,,,09:00,19:00,,,,,,,,054-284-1117,2020-09-10,5020000,경상북도 포항시
㈜포항알프스,영업소,경상북도 상주시 북상주로 102,,36.4385295,128.1590245,경상북도 상주시 북상주로 102,,,27,25,2,0,0,,,,,,,,09:00,19:00,,,,,,,,070-8539-5548,2020-09-10,5020000,경상북도 포항시
㈜하이렌트카,주사업장,"경상북도 포항시 북구 중흥로265, 성원메디컬빌딩 108호",,36.02661354,129.360632,경상북도 포항시 북구 흥해읍 남송리 1027,,,23,22,1,0,0,,,,,,,,08:30,20:00,,,,,,,,070-5967-9393,2020-09-10,5020000,경상북도 포항시
㈜하이렌트카,영업소,"충청북도 청주시 청원구 율촌북로 17, 2층",,36.660359,127.474391,충청북도 청주시 흥덕구 옥산면 호죽리 184-3,,,81,74,7,0,0,,,,,,,,08:30,20:00,,,,,,,,070-5967-9393,2020-09-10,5020000,경상북도 포항시
㈜하이렌트카,영업소,경상북도 영주시 창진로 85,,36.83673274,128.608309,경상북도 영주시 창진로 85,,,9,7,2,0,0,,,,,,,,08:30,20:00,,,,,,,,070-5967-9393,2020-09-10,5020000,경상북도 포항시
성공렌트카,영업소,충청북도 단양군 단양읍 단양로 957,충청북도 단양군 단양읍 상진리 211-7,36.97745528,128.3448483,충청북도 단양군 단양읍 단양로 957,,,6,4,2,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,최재훈,043-421-0243,2020-09-10,4480000,충청북도 단양군
신형렌트카,영업소,충청북도 단양군 단양읍 별곡7길 4,충청북도 단양군 단양읍 별곡리 570-1,36.9851044196,128.370145,충청북도 단양군 단양읍 별곡7길 4,충청북도 단양군 단양읍 별곡리 569-1,,8,6,2,0,0,,,,,,,,07:00,22:00,07:00,22:00,07:00,22:00,,,정우영,043-421-1555,2020-09-10,4480000,충청북도 단양군
(주)세종통운,영업소,경상남도 함양군 함양읍 용평3길 33,,35.51883906,127.7306882,경상남도 함양군 함양읍 고운로 220,,,23,16,7,0,0,,,,,,,,08:00,20:00,08:00,20:00,08:00,20:00,,,강점자,055-962-4321,2020-09-16,5460000,경상남도 함양군
(주)서경렌트카,영업소,경상남도 함양군 함양읍 고운로 107,,35.52176303,127.7330298,경상남도 함양군 함양읍 함양로 1281,,,9,8,1,0,0,,,,,,,,08:00,18:00,08:00,18:00,08:00,20:00,,,김진숙,055-964-8282,2020-09-16,5460000,경상남도 함양군
㈜서경엔카,영업소,경상남도 함양군 함양읍 동위천3길 7,,35.51627202,127.7259424,경상남도 함양군 함양읍 동위천3길 7,,,27,23,4,0,0,,,,,,,,08:00,18:00,,,,,,,황상연,055-740-3252,2020-09-16,5460000,경상남도 함양군
㈜제이앤에이치렌트가,주사업장,경상남도 함양군 함양읍 두산길 55-2,,35.5337706860,127.7301791866,,경상남도 함양군 병곡면 광평리 668,,60,59,1,0,0,,,,,,,,08:00,18:00,,,,,,,김종호,070-5030-4979,2020-09-16,5460000,경상남도 함양군
(주)씨엔씨 감곡영업소,영업소,충청북도 음성군 감곡면 북부로 46,충청북도 음성군 감곡면 오향리 881-10,37.1135550834,127.6411302001,충청북도 음성군 감곡면 북부로 46,충청북도 음성군 감곡면 오향리525-8,,7,6,1,0,0,,,,,,,,09:00,19:00,09:00,19:00,09:00,19:00,연중무휴,,이범용,043-877-8283,2020-09-18,4470000,충청북도 음성군
(주)애니렌트카,영업소,충청북도 음성군 금왕읍 대금로 1421,충청북도 음성군 금왕읍 무극리 551-25,36.9874193337,127.5900985520,충청북도 음성군 금왕읍 대금로 1421,충청북도 음성군 금왕읍 내곡리 78,,29,27,2,0,0,,,,,,,,09:00,19:00,09:00,19:00,09:00,19:00,연중무휴,,임근식,043-881-3232,2020-09-18,4470000,충청북도 음성군
㈜조은렌트카,영업소,충청북도 음성군 금왕읍 무극로244번길 40,충청북도 음성군 금왕읍 무극리 550,36.9884661153,127.5899338803,충청북도 음성군 금왕읍 무극로244번길 40,충청북도 음성군 금왕읍 무극리 550,,5,5,0,0,0,,,,,,,,09:00,19:00,09:00,19:00,09:00,19:00,연중무휴,,정창기,043-877-8002,2020-09-18,4470000,충청북도 음성군
㈜스타렌트카,영업소,충청북도 음성군 금왕읍 무극로244번길 40,충청북도 음성군 금왕읍 무극리 550,36.9884661153,127.5899338803,충청북도 음성군 금왕읍 무극로244번길 40,충청북도 음성군 금왕읍 무극리 550  외 2,,29,28,1,0,0,,,,,,,,09:00,19:00,09:00,19:00,09:00,19:00,연중무휴,,지현종,043-881-6339,2020-09-18,4470000,충청북도 음성군
에이제이렌터카(주),영업소,충청북도 음성군 대소면 오태로 57-32,충청북도 음성군 대소면 오류리 70-11,36.9726559191,127.4830457071,충청북도 음성군 대소면 오태로 57-32,충청북도 음성군 대소면 오류리 70-11,,5,2,3,0,0,,,,,,,,09:00,19:00,09:00,19:00,09:00,19:00,연중무휴,,이은진,043-882-0059,2020-09-18,4470000,충청북도 음성군
㈜경원렌트카,영업소,경상북도 영주시 대학로 206(가흥동),,36.81405927,128.6061169,경북 영주시 대학로 204,,,7,5,2,0,0,,,,,,,,09:00,19:00,,,,,,,,054-638-8883,2020-08-31,5090000,경상북도 영주시
㈜창희렌트카,영업소,경상북도 영주시 대학로 93(휴천동),,36.80715637,128.6145691,경북 영주시 봉현면 257-2,,,11,9,2,0,0,,,,,,,,09:00,18:00,,,,,,,,054-633-8818,2020-08-31,5090000,경상북도 영주시
㈜한진렌트카,영업소,경상북도 영주시 시청로 11(휴천동),,36.8072373,128.6240496,경북 영주시 시청로 11,,,9,6,3,0,0,,,,,,,,09:00,19:00,,,,,,,,054-636-1001,2020-08-31,5090000,경상북도 영주시
㈜씨엔에스렌터카,영업소,경상북도 영주시 선비로 58-1(휴천동),,36.81035155,128.6248014,경북 영주시 선비로 58-1,,,5,4,1,0,0,,,,,,,,09:00,19:00,,,,,,,,054-637-4800,2020-08-31,5090000,경상북도 영주시
